"","aDC","Adipocytes","Astrocytes","B-cells","Basophils","CD4+ memory T-cells","CD4+ naive T-cells","CD4+ T-cells","CD4+ Tcm","CD4+ Tem","CD8+ naive T-cells","CD8+ T-cells","CD8+ Tcm","CD8+ Tem","cDC","Chondrocytes","Class-switched memory B-cells","CLP","CMP","DC","Endothelial cells","Eosinophils","Epithelial cells","Erythrocytes","Fibroblasts","GMP","Hepatocytes","HSC","iDC","Keratinocytes","ly Endothelial cells","Macrophages","Macrophages M1","Macrophages M2","Mast cells","Megakaryocytes","Melanocytes","Memory B-cells","MEP","Mesangial cells","Monocytes","MPP","MSC","mv Endothelial cells","Myocytes","naive B-cells","Neurons","Neutrophils","NK cells","NKT","Osteoblast","pDC","Pericytes","Plasma cells","Platelets","Preadipocytes","pro B-cells","Sebocytes","Skeletal muscle","Smooth muscle","Tgd cells","Th1 cells","Th2 cells","Tregs","ImmuneScore","StromaScore","MicroenvironmentScore"
"GSM1621708",0.223078907021665,0,0.0193159851857114,0.346462908488771,0.108635368014212,0.0382881891328328,0.0112091960002362,0.0182406378279965,0.0162215089219713,3.63275785566649e-19,0,0.0381864398449982,0.12672643449465,1.11558889377346e-19,0.211372848066487,2.12703362901992e-18,0.0860119870964122,0.0115888553138739,0.00109254283788568,0.0216642566974273,0.0261996020359841,0,0.0673529471238032,1.37119786738821e-22,0.0336236724734277,0,0,0.0321385922592197,0.176535935342915,0.00231365786674461,0.00735598312538801,0.0068073701505771,0.00464343441575354,0.011271229400619,0.0272907697848385,0.00779255262007315,0.00447681469005258,0.0833570034749626,0.0744753430017584,5.19806721526732e-22,0.0395644778877021,0,0.0455722857892412,0.0199685114530814,0.00411923553240341,0.0639562861095916,0,0.00989462320273719,1.12685990318741e-18,0.0248767641050896,0,0.0294038403014868,1.24589294702025e-17,0.0594286894919867,5.25145386149489e-19,0.134080498502578,0.0360253114013739,0.00266435415409083,0.00161749101800276,0.141479372473128,0,3.28459043489373e-18,0.31002510961752,0.0785294649639889,0.338740989256699,0.0299116372547059,0.368652626511405
"GSM1621710",0.0654712739341289,0.00621527319744089,0,0.170285311289902,0.00476770062070004,5.4043386330285e-21,1.17868629284105e-19,1.34292968402455e-18,0.0126086613314837,0.0183594175391009,0.00962730254676399,0.0571986499512817,0.0863230774509501,0.00802061405266243,0.120687178206118,0,0.030963273119616,4.82727806613577e-20,0.00170395222003969,0.00242295469027403,0,0.0113282188438688,0.0814638932094168,4.91258658621988e-21,0.00369742024624927,0.0188978547667847,0.00516365996703747,0.0291817395622702,0.0447134560019402,0.00138127881641638,7.03292001962906e-20,0.00308010116788101,0.00317535823780639,0.0141690215700742,0.0119976326212336,0,0.000212374055971208,0.0583449102098666,0.0558879313805784,0.00361968628026839,0,1.69060500448621e-18,0,0,7.9156121216595e-19,0.0389593564653864,0.00056200141705858,2.70928906902952e-19,5.51518972490596e-18,0,0.041784650577625,0.00910883587766085,9.84434528192591e-18,0.0291791741802613,5.63873544450999e-19,0.0896986241518278,0.0143329863744247,0,0,0.118474467609496,0,0,0.0646662805897673,0,0.170875245709627,0.00495634672184508,0.175831592431472
"GSM1621711",0.0170619350361031,9.57397433558962e-20,0,0.0759511706777554,0.0635388957019199,6.98144498284511e-19,1.83087309845854e-18,0,1.59151100866241e-22,2.66722993677496e-18,0.000235135466166556,1.04480685836809e-18,4.6364937875303e-18,0,0.0527159953910895,0,0.0187397910670631,0.00246021145747593,0,0.000151260711144896,0,0.00300189187321751,0.173772284273031,0,0.00505705915708445,3.864958885432e-18,0,0.043371494618167,0.0391322040703516,0.0137491108237897,0,0.00653968180309535,0,0.015067420798462,0.00140814264147503,0,0.00145168472026523,0.033102793201625,0.0557656842305149,2.51797351736467e-18,8.63022115848376e-19,0,0.0167699869914116,4.71847112152418e-20,0.0113475020827619,0.0309691113545623,0,0.00157840464675247,9.66383002501812e-19,0.00170655891055662,0.0333569497749632,0.000483287291894014,1.88944827569368e-17,0.0172155607650354,2.86180725492259e-18,0.0404449314349037,0.00666720356471958,0.00455954226259198,0,0.183174280556221,1.25744452832148e-18,0.00306891461055543,1.00254257931506e-18,0,0.0590870349022938,0.00252852957854223,0.061615564480836
"GSM1621712",0.044693102476549,5.6527793988693e-20,8.31365975906912e-18,0.0267105715150789,0.0130620838983138,5.11425009656103e-20,0,0,0.00712002808400815,0.029831783802612,0.00432567680750318,0.0132528922103056,0.0211482339085857,0,0.0416393086694773,1.67422326595494e-18,0.00771984713605072,0.00182828429525744,0.000375738787170271,0.000356298449598922,0.000357200078719366,0.00254555217777055,0.145192734448694,4.43407067657653e-20,2.27365123138673e-18,0,0,0.0356901345216211,0.0153489343345775,0.00231387310776106,0,0.00272060685475106,0.00217090284066287,0.00330576933005534,0.00206298174070036,3.41439730325515e-21,0.000628400415538021,0.00434464735876482,0.0398060255244299,0,0,2.77725475024965e-18,0.0691625839529292,3.9227357571729e-19,0.00416916464591877,0.00410327815812411,0.00268401042148716,0.000152272771081607,8.48910461873352e-19,0.00842974957696543,0.0387033206892024,7.05420064067349e-19,0,0.0104186675366835,2.02948688824447e-19,0,8.71076743220043e-19,0.000760602286714219,7.13044169514808e-19,0.13779855181896,2.22010244400533e-18,0.00578854308001929,0.0113537943248108,0,0.0318674504795246,0.000178600039359684,0.0320460505188843
"GSM1621714",0.0806333868962146,0,0.00541637530352345,0.0378017277667703,0.0131564908195799,4.52268629395842e-21,5.33826193174284e-19,1.60494702780859e-19,0.00443264413118009,0.0201429627490482,0.0056607890989621,0.0264629625427203,0.05583591906596,0.00366310758856528,0.0442182255787514,0,0.0138164652341138,0,1.51425555826327e-19,0.00107267095979877,0.01132242870981,0,0.165577587963268,0,0.0175211575574911,1.94892867423362e-18,1.75173043739901e-21,0.052867879967773,0,0.00610482047977264,0.000611914941179893,0.00116591677074551,0.00129261536764391,0.00340826802361283,0.00304729580729005,0.000214559849414439,0.000115383239447264,0.0126974073595443,0.0794111301477234,0.00938575758658352,3.58374304960613e-18,5.0099883318918e-19,0.0220138453457072,0.00804648115314611,5.17365189808832e-19,0.00691510457055616,0.000841193111731077,5.9889948970826e-20,2.3938239368217e-18,0.0118364474504355,0.0479609408003646,0.0110700151961799,2.53169459380788e-18,0.0083089817793262,6.02542810102768e-19,0.0152105978587016,0,0.00261975872608938,0,0.15109475506475,0,0.00952655327662809,0.0494525015999389,0,0.04636704923155,0.0144217931336505,0.0607888423652005
"GSM1621715",0.0977373757045528,1.22155274921817e-20,2.53380519061284e-18,0.341270993759591,0.0110506150422524,0.0220369358290656,0.00126799527546201,0.0093360768423988,0.0380040982333297,0,0,0.0688393852117416,0.141719376099016,0.00544466379213055,0.104857969918894,0,0.0877412287391037,0.0233814733951224,0,0.00458117003394811,0.00243795721052865,0.0146498092112492,0.153258589687169,0.000173909816028747,0.0109034576233525,0.00541086455727934,0.00113257622161959,0.0333400482214563,4.38813581374775e-20,0.0155051883702492,0.0023996604944138,0,0.000846091619542085,0.00320493666654813,0.00561378638988473,0.00762034573181354,0.00206862150103932,0.112702558843137,0.0194589461775734,0,0.000843794333399063,0,0.0468906614389219,0.00318938567253502,0,0.0707476767926127,0.000105096725892758,5.38299554574844e-19,2.98310681424515e-18,0.0162038857350307,1.11940316856711e-19,0.00918272698452804,0.0251284851537473,0.0280129877535517,0.00627092635807319,0.0162263921648003,0.0178915315652463,0.00439851904088018,0,0.139586639566836,0,0,0.142779449782228,0.0281163764025766,0.296756677188142,0.00667070741694057,0.303427384605082
"GSM1621716",0.148836215193419,9.28409298848939e-20,0.0246757661020729,0.0824807358170378,0.0169732796331289,0.00320543353844044,0,0,1.93349850436984e-20,0.0374497828385865,0,0.00495708057682609,0.038080725106874,0,0.116457378508328,0,0.0307831303539795,0.00399436461232264,5.63340146917415e-19,0.00885371883308711,0.0228131810401649,7.19533623952788e-19,0.140189771873634,0,0.00430346753640303,0,0,0.030759364574327,0.0438750412255675,0.00643543137218023,0.0080304797396135,0,0.00263988003192576,0.000557945233494374,0.00144397095508007,0.00038629037803707,0.0018277042564628,0.0166115694089153,0.0590357134288978,0.0036422337472533,0.0173972397241694,0,0.020242196640129,0.0117670313094859,1.01137274372959e-05,0.0105729517847073,6.57071104056757e-05,0.00404332773885925,0,0.0670859909861651,0.0299467940041391,0,5.74032411448224e-20,0.0484767936826906,3.77872634587002e-18,0.0720978772818027,0,0.00328143399762678,5.04983316684193e-20,0.15369731412978,0,0.00341288353440124,0.173093208557128,1.05290534177834e-19,0.0794507157633731,0.013558324288284,0.0930090400516571
"GSM1621718",0.0562211073789067,1.21925135141163e-19,7.28054353494814e-18,0.0298986494140798,0,0,0.00138579773765957,0,0.00367003795101101,0.00608572132880281,0.00831955211689134,0.0120626914187653,0.0133697367198133,0,0.0833415282792016,4.29621374278936e-19,0.00693845662590794,0.0011776033814291,0,0.00583445374422879,0.000824500298408401,0.019142481434789,0.122970587476731,0.000306148396037119,0.00737778111594082,0.0238238878515483,0,0.0243105883653067,0.191561810868045,0.00193434915325544,2.98792821601825e-19,0.003296935792952,0.00870165606674028,0,0.00684439205094035,9.03531271825286e-20,1.66606996845517e-19,0.0017369129472275,0.0868384913263899,0.00390179242946952,0,1.74276664685267e-18,0,0,0.00503631517873577,0.00408822704201166,0.000516535665664605,2.89916513686547e-19,0,2.83636232547076e-19,0.0267962867209366,0.00566211507764964,0,0.0327777384815492,0,0.0311844989798942,6.08635876624709e-05,0.000352521049109207,5.16284665601529e-19,0.178169235340623,1.52655670048886e-18,0,0.0330618558855402,7.43878014409146e-18,0.0513864025705035,0.00410114070717461,0.0554875432776781
"GSM1621719",0.112091154660647,0,1.94178482947064e-18,0.0670150222355513,0.0818965611111581,0,1.08184266769288e-19,0,8.46718496684742e-20,6.31950680118025e-18,8.46771976392306e-19,0,0.0125525060390997,0,0.111267623093639,6.61079487380958e-19,0.0256770535124511,0.00524840754667971,5.32707902806509e-18,0.0113719099764313,0.0109356377160604,6.64088152597271e-21,0.169008865304098,1.5495730650468e-22,1.01215296662829e-17,0.0142124418761765,0.00158331646494107,0.0133263189780985,0.0950163510403028,0.0149982784856383,0.00296335337315939,0,0,0,0.000692684955046778,0.00408600064770409,1.86391946181853e-18,0.01847231658644,0.0533828848413585,7.13454473810714e-19,0.0360256110720197,0,2.44203750846932e-18,0.00614728630263207,3.71572334286773e-20,0.0108082255296442,0,0.0479741026830266,2.27452450223546e-18,0.0552211705478902,0.0263838785707955,0.0132952205319065,0.010389267791342,0.0386133590847718,0,0.091864832883457,3.48385509843328e-20,0.00760382812879751,0,0.139689189020541,2.72899704807493e-18,7.39238117563302e-18,0.106923342860833,0.0133445867116707,0.10871955394805,0.00546781885803019,0.114187372806081
"GSM1621720",0,0.0016288189932681,1.64610506505599e-18,0.00345995364339303,0,2.46328482173275e-19,0,0,0.00396443247749726,9.95971683139397e-19,0.000612004791539016,1.46076586959716e-20,0.000957960367375784,0.000113985194407066,0.0269099563426263,2.53361403530793e-18,0,0,0,0.000230690916275156,1.16830719038227e-19,0.00436451918896581,0.17307964290682,0,4.539400865667e-18,2.06784614672755e-18,0.00972203840208456,0.0197488130780312,0.059587994465599,0.00739084177801234,4.85298553813449e-20,0,1.67864968289336e-19,0.00744184628673157,2.62175586119542e-19,0.000263251672428653,0.00108452828072421,0,0.0513863342669795,0,1.09235705474938e-18,1.8959293402864e-18,0.0384989754446832,0,0.00430852899771809,0,0.000543347673171104,4.49429618082475e-19,9.06832391480246e-19,0.00108903606682473,0.0362597592405041,0.0123553891912186,0.0167708052011775,0.0426872214623042,1.34098938760059e-18,0.0451138402874449,0,0.000113286077157118,9.36840221657456e-20,0.107952204348423,0,0.0106986197665619,0.00152309988182753,0,0.005370109165756,0.000814409496634052,0.00618451866239005
"GSM1621724",0.0598442534433623,0.0041548840275268,0,0.0807111739593893,0.0211993300171713,0,0,0,0.0166680075465964,1.89198647289815e-18,0.0075768303895569,0.0467583652532512,0.0466557511404929,1.23071913742206e-19,0.0495038265933281,0,0.00755376516022652,0.0018467311694131,3.1939102728392e-19,0.00108563027314673,6.68010385209522e-19,0.0074925248027636,0.0883877967340576,0,3.98292747791386e-18,0.00719354604439439,0.00470438679124105,0.00701546568175297,0.00631105365643354,0.000538851009273414,2.04305934437245e-20,1.95790978077543e-19,0,0.0110419499982491,0.00374484655646762,6.36591812583671e-20,0,0.0342018000160096,0.0589688184625708,0.00382894222718623,0,0,0,9.26073392013778e-19,4.60901034119005e-20,0.0198669679205843,0.000640217835705896,0,0,0.0109136360536421,0.0477708843724323,2.72087132375068e-19,1.08445731481871e-17,0.0121439629335131,0,0.077865109486711,0.0112404581000295,0,5.55292488769648e-19,0.117109017500323,6.41910733621128e-19,0.00279370749632066,0.0300285478287862,5.67512977472058e-18,0.0931950272300123,0.0020774420137634,0.0952724692437757
"GSM1621726",0.021793646601335,1.55231507527541e-20,0,0.0115656260223535,0.0315936308660428,0,0,2.6049747167831e-18,0.00325618579197542,0.00258243160478211,0.00160370756309746,0.00425264356768984,0.00328605384459771,2.35905735778885e-18,0.0549206100874212,7.67806985919016e-19,0.00826137328040857,0.00150100713415998,8.47199958685138e-20,0.00450509663941969,0.00246151936543434,0.00442013224876829,0.14579400993012,0,3.47244584290646e-18,0,0.00124185986749693,0.0166025192682017,0.194043796759864,0.000714527884433543,0,0.000386470550190139,0.00474721971165698,2.26417484261778e-20,0.00201920560709398,7.04575881857974e-21,0.000201881385417502,7.03755955920917e-05,0.0758906973780429,0.0126916264506855,4.31322262363046e-18,0,0.0205084588825564,0,5.74421194065743e-20,0,0.000186264902032013,0,0,0.038566163197733,0.0487170092518458,3.95812591130005e-21,0.00202312901852578,0.0163463542944999,0,0.00977285427001726,3.53616412234252e-18,0.000547001719857977,0,0.116272947560838,2.05896989413146e-18,0.00798264700332117,0.0308272383216155,0,0.0180994497570103,0.00123075968271717,0.0193302094397275
"GSM1621729",0,1.22911911085553e-19,1.80382711779018e-17,0,0.0713827180299483,0,1.70171538973477e-18,0,4.43256770425756e-18,2.50728365737475e-17,1.29322099245141e-18,1.37538349582501e-18,0,1.93778821813571e-17,0.0255145438249456,2.12077049009887e-18,0,0,0,1.09488497771729e-19,0.00877235720091177,2.47721933859621e-18,0.179531884566611,0,9.64417520759673e-18,0,5.6403518829128e-20,0.00871793070177343,0.162701848712859,0.0133658206680592,0.00497622063824583,5.09969731816124e-18,2.24255497533253e-19,2.2773344345834e-19,3.80979377698459e-20,0,0,5.12420780293177e-19,0.0461118005946699,1.15344430709017e-20,0.0590338037334104,1.01450318857591e-18,4.69544360330687e-18,0.00902299747904883,0.000934818918139071,4.61400843130727e-19,7.89096859229139e-05,0.0461077133466232,2.99741172449333e-17,0.0347787450086943,0.0419538962598837,0,8.16396750095899e-18,0.000842366345166882,0,0.0408646161316514,0,0.00760723563438526,0,0.172790825561,1.40106010946064e-17,7.04229982387995e-18,0.0527291481616065,0,0.0700943447200225,0.00438617860045589,0.0744805233204784
"GSM1621731",0.175195392570387,0,0.0338632469484316,0.181891388958539,0.104086357287101,0,0.0110260458978544,3.75172225176884e-19,0,3.21748939934057e-18,0,0.00641077321910739,0.0552213414523482,0.000259824566413953,0.0802141939460322,2.19251914285393e-19,0.03724255560216,1.71447283796719e-22,1.15607558118882e-18,0.000465296761517085,0.0438686726658826,0,0.11647141412125,0,0.0197396853877293,0,0.00139410737103304,0.0213483850293141,0.0499435595305938,0.00551914538938402,0.0289667179692114,3.34602498925975e-18,0.0026161094617771,1.23128137556191e-19,0.0029133497927305,0.0144752870903636,0.00665711841667289,0.0418106399067594,0.048854618584082,0.00738530650793916,0.0748159431761297,3.6919818160356e-18,0.0065298158238866,0.0372068847867798,0,0.0272678447238584,0,0.0454464406166133,4.47368344616724e-19,0.0461073884024412,0.0150731277531824,0.0337999583841888,0.024505080896437,0.0650174411500516,0,0.0996078322307339,0.00527746063517772,0.00509107325339056,5.91135926529221e-05,0.116449564909851,4.56774741929983e-19,0.0583431899265134,0.122437803041988,0,0.207962128349758,0.031804179026806,0.239766307376564
"GSM1621733",0.222093485753369,0,0.00135118680558254,0.256634707070674,0.125667025833417,0.0128550459423086,0.0035384498573231,0,0.00737379024666212,1.3970910502337e-18,0,0.00938664646562981,0.0728803397606116,0,0.123162960122289,0,0.0687031728655622,1.79084073416999e-20,0,0.00544121660483875,0.0238599037792841,0,0.0575767363399223,0,0.0145966600742708,0.0217997576685063,0.000514571670614155,0.0537187104911915,0.110659101587983,0.0049793299423287,0.015791668544144,9.73202062675786e-18,0,5.05518663225243e-19,0.004463390971602,0.00405706788928058,0.00480109510945916,0.0526490501180708,0.0371208004240743,1.7240860494412e-19,0.163835819843535,0,0,0.0237410102636881,0.00479820719017121,0.0453848758309275,0,0.0826759730836138,0,0,0,0.0454290248888883,2.20816538005787e-18,0.0763121130902909,0,0.176438387569364,0.0232509590935833,0.00987716372478992,0,0.134278387392944,0,1.86010680871141e-18,0.245376245268637,0.0463129382500549,0.348291836026596,0.0192282819267774,0.367520117953373
"GSM1621734",0.12373242683396,5.44202020141706e-19,4.53726788737001e-19,0.0570236282017919,8.57605555111232e-20,6.28684179364293e-19,0.0203117536645304,0,0.0123335458166294,0.00836127763558685,0,0.00799711589485575,0.0100234759844857,3.52793106489734e-18,0.0438546426333096,4.2654135375182e-19,0.00562269361285008,0,5.76948897539195e-19,0.00369304551283594,0.00571248258808945,0.0125217635614353,0.144999632232888,0.000603475873706154,2.68420171606508e-18,0.0388595195383376,0,0.0139732650076845,0.112555261901745,0.00407028503676253,9.24014230852245e-21,0,0.000691203743836189,0.00112281068237412,6.40227746917932e-05,0.00451409007721891,0,0.0214547184948481,0.0885562512743524,0.00581128061534945,6.59711862324241e-22,0.000935339463236172,0.0517781668973954,0.00648114554814546,0.00354505261078182,0.0132335619155115,0.000177254144915232,2.85759029711646e-19,2.13509915827229e-18,0.070089893529251,0.0533798654170594,0.00328427308396418,1.35126846535918e-19,0.00486836889027897,0.00804754207858941,5.29600603122749e-18,0,0.0017126810029113,5.62381036820663e-19,0.100227181602538,4.88322774355978e-18,0.0200059619882044,0.0784468699991765,1.24535249673299e-18,0.0541997172970738,0.00285624129404473,0.0570559585911185
"GSM1621738",0.00126510991171869,6.50933031718873e-20,8.49856900401819e-18,0.00701992587120962,0.00449479740667106,0,1.00385560274301e-18,2.45499178223017e-18,3.10989908100649e-18,0.0123463040753684,6.87984747131259e-21,7.5263914362161e-19,0.00197005403353462,8.28030148135065e-19,0.0425907316260154,0,0.00252332113004651,0.00438335514504681,4.42826950740967e-18,0.00130817770772582,0.00477226942947958,0,0.14120097306549,0.00106203775525454,7.74527722795074e-18,0.00129883651575514,0,0.00146373378176954,0.17347954011574,0.00293148369290584,2.53340688991125e-19,0.00101605627757398,0.00601949652386514,0,0,0,0.00186043928070378,9.3785614856467e-19,0.0756594870474981,0.00152091857243625,0.00531210348518383,2.34404975279247e-19,0.0343510830764701,0.00366296299182767,2.23333346962526e-20,0,0.000129213215162426,0.00193417287320614,0,0.079212319781859,0.0183130750394142,0.00260904969959401,2.57735989185097e-19,0.0200820901795427,0,0.0446473548541221,0,0.00202847910037138,0,0.177880764668923,0,9.10047555005659e-18,0.194546563343041,7.61765611458927e-20,0.0110602908099329,0.0023861347147398,0.0134464255246727
"GSM1621739",0.0214129754508264,0,0,0,0.0325981590384949,1.38706786243215e-19,1.86303053109994e-20,7.23632009680669e-19,0,0,6.98804728278822e-19,0,7.13275177996505e-19,1.32444507216205e-17,0.0377887327639056,1.95418068452252e-18,0,0.0120334641713635,0,0,4.1176901897432e-20,6.46783543796221e-19,0.151957218441613,1.06104132806082e-21,5.32391978811703e-19,0,0,0.000102569020934059,0.142682249650343,0.00962018692258799,0,5.2123168820391e-19,0,0,0,4.1964115888264e-19,0,0,0.0959090275319571,0.00238672620182859,0.000403791030654682,0,3.71953480617718e-18,1.18891929675445e-18,0.00499998439042606,2.19476269689559e-19,0,0.0115952228485478,0,0.0536784785188734,0.0299590261903683,2.27537322164152e-19,1.47793020615499e-17,0.0136958064942681,0,0.0389119550739971,0,0.00389627185924057,0,0.20996665415823,9.84536385267894e-18,0,0.233319077227526,3.44079312664361e-18,0.00799934258613501,2.86784440354567e-19,0.00799934258613501
"GSM1621742",0.00772082038373636,3.70351819436455e-20,6.35853441430116e-18,0.119828846274446,0.046340417695976,0.00131284929822832,1.1089968255112e-19,1.60718853342181e-18,0,0.027429057601701,0,0.00358533405734357,0.0430728649446181,0,0.0980990329255416,0,0.0280190461397078,0.0072113608627076,4.48967851452207e-19,0.00346435739080525,0.0124374710028025,0.0149130093214239,0.122209799451556,0.00166486242807051,0,0.0231742537580051,0,0.0318420058390211,0.220950927976377,0.0039929369120485,0.00276806887802833,0,0,7.12109025533921e-19,0.00144444280840793,0.00246979504933996,0,0.0238514396792772,0.0682651720883318,0,0.0721435206798242,1.44118066483715e-20,0,0.00695781801515742,0.00150849934795548,0.0147626733475936,3.08647966177505e-21,0.0744997476215546,1.83581357688411e-17,0.0150358113533877,0.0193191738737018,6.45781638130301e-22,0,0.0531577051863517,0.00129271435896532,0.0674696230124813,0.00547984988760963,0.00373371173483543,0,0.205637199389585,0,1.00309567342069e-17,0.116686036161225,0.00202249407867458,0.193252838769204,0.00621873550140125,0.199471574270605
