"","B cells naive","B cells memory","Plasma cells","T cells CD8","T cells CD4 naive","T cells CD4 memory resting","T cells CD4 memory activated","T cells follicular helper","T cells regulatory (Tregs)","T cells gamma delta","NK cells resting","NK cells activated","Monocytes","Macrophages M0","Macrophages M1","Macrophages M2","Dendritic cells resting","Dendritic cells activated","Mast cells resting","Mast cells activated","Eosinophils","Neutrophils"
"GSM1621589",0,0.0160243057698584,0.27590944835404,0.0490944910913714,0,0.0813938975252274,0,0.0250660167269393,0,0,0,0.0453310733296799,0.0445309930098901,0,0.0256093240755522,0.244386175756953,0,0.0117958650529064,0,0.159559910032035,0.0212984992755472,0
"GSM1621592",0.0640311475816843,0,0.300296812748177,0.090789642133703,0,0.0374570582565806,0,0,0.0228982003743376,0.0215481927535535,0,0.0989222435137587,0,0,0.0183610797041708,0.232670126449533,0.0162692231509591,0,0.0355069514293536,0,0.0612493219041885,0
"GSM1621597",0.0706844807708525,0.0765663294895439,0.182441390816407,0.0412081304663064,0,0.142936280600103,0,0.0272282836436653,0.00235593968271189,0.00176603937220458,0,0.0781869196360635,0,0,0.0397432050207997,0.132164450382626,0,0.0095594802242501,0,0.170156798183925,0.0250022717105421,0
"GSM1621600",0.0198154282939919,0.00285838561179764,0.24762271854059,0,0,0.156213460839545,0,0.0509555914554445,0.021598887619314,0,0,0.0769919675828567,0,0.030143469088139,0.110421608863327,0.193044095249179,0,0,0.0527544352957005,0,0.0375799515601151,0
"GSM1621603",0.0151720127708085,0,0.325110870080382,0,0,0.0986610871131625,0,0.0140104005022888,0,0.0529601520531617,0,0.0786696451961109,0,0,0.088997456822037,0.203272505517644,0.0115125944089866,0,0,0.0854291661315567,0.0262041094038612,0
"GSM1621604",0,0.0271292854986727,0.254677032735314,0.101391028038243,0,0.169754243173257,0,0,0,0,0,0.031463380410389,0.0109768668565328,0,0.0277066201770321,0.300134135821253,0,0,0.0499357532082021,0.0181754439986952,0.00865621008240941,0
"GSM1621607",0,0.0139955758050399,0.426673250956604,0.021954383502798,0,0.0942050557558856,0.0262990929402842,0.0149578232271325,0,0.0425811566468695,0,0.0541126840671755,0.0046023574218771,0,0.0827365874151689,0.12248044462935,0,0,0,0.0291429109063542,0.055213007055679,0.011045669669782
"GSM1621608",0,0.143089038887123,0.158878574666251,0.0351514304537436,0,0.219698484473439,0.00373507374522506,0,0.00910895583271281,0.00862245408128007,0,0.0924751781619298,0,0.0178511294954656,0.035391899468739,0.197122857104978,0,0.00694007065427157,0.0274138148720404,0.0184334216025267,0.026087616500274,0
"GSM1621611",0,0.064401588662506,0.393085251808879,0.00984343986894797,0,0.087629368121467,0.0145626938978685,0.0186305322042182,0,0.0501065569615071,0,0.0239843917167067,0.0217778982979251,0,0.102086649005675,0.0525667960008653,0,0.00676526027678498,0,0.10338762184354,0.0403258526080446,0.0108460987250641
"GSM1621616",0,0.0345116692997839,0.320660604629236,0.0183802484389949,0,0.15319404874472,0,0.0229155203904907,0.00478354287261199,0,0,0.0811794947255614,0,0,0.0495367130098102,0.239097813706407,0.00565585560337269,0.00167613118769488,0,0.0311375807220274,0.0360979723284442,0.00117280434084566
"GSM1621624",0,0.0656832803604412,0.367845534668449,0.0120021797528166,0,0.0874540549431112,0,0.0422391297182724,0,0.0454141263256223,0,0.0573554341232608,0,0.0177989188007056,0.11587157187352,0.0997888152709664,0,0,0,0.0867659364267004,0.00178101773613456,0
"GSM1621627",0.00786164847240653,0.0156642234425171,0.398196643601702,0.0241866570232532,0,0.0719858565005078,0.00378093876173253,0.026360015820102,0,0.0168386104422245,0,0.0669364302807047,0.00236507910919139,0.0342497387107912,0.073904300873645,0.147701856951408,0.00293608596172249,0,0,0.0886186632213136,0.0184132508267772,0
"GSM1621630",0.026060510250858,0,0.330397942750102,0.00070410467622004,0,0.223037968176719,0.00266491986230372,0,0,0,0,0.0344996464650269,0.0145574945529368,0.00845996725830983,0.0368496583354452,0.180379407558788,0,0.0110871570973625,0.0520566254890477,0,0.0792445975268795,0
"GSM1621633",0.0142680966283718,0,0.258294594394343,0.062110317416358,0,0.0580227730156717,0,0.0160011697278467,0,0.0222007613986184,0,0.101911560975177,0,0,0.0983239278821421,0.159307202642475,0.0072756280622148,0,0,0.192545549696189,0.00973841816059264,0
"GSM1621638",0.0351836604103575,0.0275316436158978,0.24840239032936,0,0,0.198500634375973,0.00486359404756918,0,0.0141822098481747,0.111805855014762,0,0.0127812060070982,0,0.0104659467313724,0.0169138648604631,0.250963150398951,0,0,0.0426150650807383,0,0.0257907792792826,0
"GSM1621641",0,0.0257262528266286,0.185326896139215,0,0,0.146215447616439,0,0.0511009306167651,0,0.0184444773550562,0,0.0788084212577225,0,0.0251221538944236,0.153953640508588,0.215741604262466,0,0,0.0816002770207417,0,0.0179598985019528,0
"GSM1621642",0.0743576942098531,0.0221353347802912,0.337074482516415,0.0153787364427479,0,0.0773824609661442,0,0.0441883440117661,0,0.0154780736336894,0,0.0399296891453605,0,0.122723349043582,0.12942977021708,0.0553078107774745,0,0,0,0.058328299417896,0.0082859548377002,0
"GSM1621645",0.0494630767812064,0.104668178543415,0.195001192618662,0.00991159961978263,0,0.138703480429847,0,0.0514401187936092,0.000131691932412888,0.0827840180325849,0,0.0534457556038583,0,0.0228988364027391,0.043181802882067,0.139659070606161,0,0,0,0.0888287391625414,0.0198824385911123,0
"GSM1621646",0.014983651226404,0.0188503393706552,0.201188761780092,0,0,0.0906162229041605,0,0.0158954391089307,0,0.0796389953092875,0,0.113580174395843,0,0.0267316812791351,0.115415228464608,0.158648192372967,0,0,0.123441822387188,0,0.0410094914007279,0
"GSM1621649",0.00850755264692113,0,0.348994588062781,0,0,0.166650691084004,0,0.0277762693733066,0,0.0142531933628809,0,0.0514067626675254,0,0.029661822091738,0.0557597221749497,0.216986954858604,0.00461206131476899,0,0.0686563800153406,0,0.00673400234718038,0
"GSM1621650",0.0233753798300734,0,0.139098156956049,0.0422150952484082,0,0.128568352370717,0,0.03472461657246,0.0325190229806855,0.0575900686603866,0,0.0712315057878368,0,0.0421194149858494,0.0556430555938804,0.294299872045407,0,0,0.0513070052358419,0,0.0273084537324052,0
"GSM1621654",0.0347379432237778,0.067151525574999,0.274067260667825,0.0225919494997166,0,0.0717400670285194,0,0.0295796373712111,0,0.0148748699698684,0,0.0354643004720113,0,0.0481333547919455,0.0952989396351067,0.0999966212270836,0,0,0,0.202421251099488,0.00295558530169744,0.000986694136750507
"GSM1621658",0.0415424269833668,0,0.251334677310828,0.0344613299622691,0,0.152507894356639,0,0,0.0129550874997099,0,0,0.0675341884123392,0.0116937133784949,0,0.0266174971789818,0.289232355810187,0.00519708762909295,0,0,0.06003985857842,0.046883882899671,0
"GSM1621659",0.00762667572094092,0,0.452775223344544,0.0919877573941255,0,0.0363210877547377,0.0232972710872103,0.0215675178556243,0.0154860237343393,0.0342152236907708,0,0.00248277283768246,0,0,0.0247399550547615,0.175832785557323,0.000291569811354774,0,0.0887283616412375,0,0.0246477745153485,0
"GSM1621663",0,0,0.410388667622949,0,0,0.1584433679533,0.00941947159258489,0.0139796344643714,0,0.0236418930370831,0,0.0674304146382379,0.000307846318885165,0,0.0704324758669271,0.130935707630584,0,0.00234561308117902,0,0.0537563912399198,0.0589185165539789,0
"GSM1621665",0.0254496968509053,0.039891363000962,0.0785147653409279,0.0498352958923063,0,0.239721308358728,0.00227501946139108,0.0167295848564379,0.00407968144331521,0,0,0.0719883714539641,0.0145850661419138,0,0.018410759720526,0.290188713230972,0,0.00821770737123563,0,0.101383611636279,0.0337560788442363,0.0049729763959
"GSM1621666",0.0165222785812662,0.0357966906124032,0.265764244749992,0.0230185897353696,0,0.177951428389345,0,0.0125858190025546,0.0125148890140325,0,0,0.0858996469367997,0,0,0.0284696776806848,0.226868634568467,0.00317367508806706,0,0.0826261136885294,0,0.0288083119524881,0
"GSM1621667",0.0420390127975448,0,0.244822611599795,0,0,0.222000625525402,0,0.00851587566617991,0,0.0235351343572678,0,0.0418728057707473,0,0,0.0159285012504823,0.323777262991287,0,0.00147224290298225,0,0.0652223095336605,0.0108136176046505,0
"GSM1621669",0.0110871109163407,0.00191845601634351,0.451423710859349,0.0140489190312645,0,0.121212205658116,0,0.0342765771939033,0,0.0520380295606749,0,0.0467235851551342,0.000933737682307326,0.0213893114602787,0.128696901687779,0.0366934848015343,0.00407756599958209,0,0,0.0506621366627178,0.0248182673146746,0
"GSM1621670",0.0996247612811207,0.298426912138585,0.0595655019374432,0.00885105230340931,0,0.10399440613285,0,0.0394803688462365,0,0.0569396085675021,0,0.0365099645742225,0,0,0.0433828877413296,0.172024368150202,0,0.0019598207738214,0,0.0542010252425686,0.0250393223107093,0
"GSM1621671",0,0,0.379818022560815,0.00267539641846713,0,0.130606877004769,0,0.000644616928945889,0,0,0,0.0344544567790546,0,0,0.0152766080314321,0.333927574285413,0,0.00137553131782648,0.101220916673276,0,0,0
"GSM1621674",0.0130373449012815,0.401946590159674,0.0459792471805492,0,0,0.173220802455038,0,0.0145653777556298,0,0,0,0.128888320115083,0,0.0549806633049937,0.0332366993022232,0.116799261694609,0,0,0.013451976411107,0.0038937167198114,0,0
"GSM1621677",0.0534028566080764,0,0.159122663773519,0,0,0.167711158433062,0,0.027793549193982,0,0.0464478759872582,0,0.0727865460765436,0,0,0.173069215928058,0.242260489370423,0,0,0.0189325988076372,0,0.0384730458214418,0
"GSM1621679",0.0286587587838585,0.0335543141817792,0.314233681670648,0.0563926934467553,0,0.0723205138783656,0,0.0192923598942616,0.00798004735947372,0,0,0.0730796584510988,0,0,0.0207520448196801,0.294696146732206,0,0,0.051377618740943,0,0.0276621620409295,0
"GSM1621684",0,0.532658794703206,0.0514170519462982,0.0175004828227475,0.0150131702748303,0.0809770000685811,0.000204368797103872,0.0567320523325317,0.00564896445081041,0.0456515666691578,0,0.0238673756047436,0,0.0114877064960363,0.0543710497547798,0.0780529791742813,0,0,0.00489579600995871,0,0.021521640894933,0
"GSM1621686",0.0339911118251467,0.0206479420814719,0.317809936316553,0.0969116218934222,0,0.0470417868967123,0,0.0448130115088207,0.0126578307726913,0,0,0.0757832909316786,0,0,0.0404064938502998,0.243704438109455,0,0,0,0.0574688000301209,0.00876373578362774,0
"GSM1621687",0.0181191195602802,0.00248352196262905,0.276077483645886,0.0262258645912887,0,0.111082503701303,0,0.0467406977339398,0.00170018220401981,0.00216372071161302,0,0.0731592893109626,0,0,0.0606412923277654,0.216665359904916,0,0,0,0.090612255071361,0.0743287092740356,0
"GSM1621689",0,0,0.425969685554085,0,0,0.0173711678474136,0.00882502423176945,0.0166735292037198,0,0.0472021235723828,0,0.0486789418771911,0.0214866341758191,0.0161989029350259,0.0764127878179684,0.113965185013616,0,0,0,0.12102653303906,0.0519458631415276,0.0342436215904212
"GSM1621691",0.0164650063706587,0.0362066402008544,0.560093490806113,0.0426560348742176,0,0.0229030392715775,0,0.0362537909695797,0,0.0318310767237589,0,0.0433905276538458,0,0.0358671899426287,0.0396102448159701,0.0969896137857626,0,0,0,0.0242561549206796,0.0134771896643531,0
"GSM1621695",0.0280391946930312,0,0.260255334170975,0.0152003525630597,0,0.119247620873806,0,0.0415718889357856,0.0120812207371013,0.0494935789296026,0,0.0562364885883725,0,0,0.00910271149973992,0.295117576903222,0.0190072166743796,0.00588853589790106,0,0.0250384202245465,0.0637198593084764,0
"GSM1621698",0.0404239725060419,0.123826502817344,0.225359827880276,0,0,0.123957401050639,0.0191695704986083,0.00440142107758184,0,0.0544219619568093,0,0.0202267441576991,0,0.0578412161593262,0.129859405427111,0.051632349390343,0,0,0,0.123108337894629,0.0203951565756603,0.00537613260793118
"GSM1621700",0.0669591884519774,0.0354789908937282,0.257538995230682,0,0,0.0800928025466523,0,0.0424270093094531,0.00838618582520819,0.0806749854562735,0,0.0278936000619259,0,0.0581495260201538,0.0885894763893888,0.0642451105556155,0,0,0,0.153020787274124,0.0365433419848174,0
"GSM1621703",0.0219768534228644,0.0256737357385366,0.274631296487523,0.0768105999368841,0,0,0.00996681894909526,0.0883790934307355,0,0.0496978451231931,0,0.0519417784802925,0,0.0202526682862329,0.121931994908062,0.151893443191778,0,0,0,0.0839364942216145,0.0229073778231882,0
"GSM1621704",0.0580819475576991,0.0730333036547627,0.207207342367274,0,0,0.0437352850812109,0,0.0455113718205744,0.00402909102055449,0.0965039598659061,0,0.0340017112551408,0,0.0984135987997921,0.0958827527917104,0.0471785441959356,0,0,0,0.171318720160582,0.0244797529908445,0.000622618438013244
"GSM1621708",0,0.114613091517517,0.276087377134837,0,0,0.0615861187960319,0.0598984910265249,0.0192187565512091,0,0.075956716961469,0,0.0281888194299943,0,0.101340890998588,0.11595327209887,0.0648427934979815,0,0,0,0.0629161212820814,0.0032580729143554,0.016139477790541
"GSM1621710",0,0.249163542741839,0.0647665971146135,0.0364942794379574,0,0.145526528008903,0,0.0513394452193935,0.0252487726445336,0.0390441594497201,0,0.0602526487905031,0,0,0.0283622618763137,0.237377940842975,0,0,0.0154434432000269,0,0.046980380673222,0
"GSM1621711",0.0605477543008072,0.166094434087387,0.0500437892383773,0.0130606248070635,0,0.230010086431242,0,0.0116249254958087,0,0,0,0.0806377685126512,0.00660289295670013,0.00193695735851395,0.0856566441021449,0.12654421511156,0,0,0,0.125861026346852,0.0413788812508934,0
"GSM1621712",0.0100562580691935,0.0206682708962074,0.302360610062773,0.0308523291114428,0,0.19943276020451,0,0.0171967530952489,0,0,0,0.078476148297325,0.00467345183755798,0,0.0401773731359305,0.233452065146528,0.00377424072498559,0,0.0441254338895791,0,0.0147543055287179,0
"GSM1621714",0,0.0850665455338727,0.153221434905767,0.0570805840427775,0,0.146907086109073,0,0.0368258692291006,0.00654941405247904,0.0407250760108425,0,0.0923128586878448,0,0,0.0750156388234296,0.162380782787754,0.00546841476391691,0,0,0.121184617712801,0.0172616773403407,0
"GSM1621715",0.0842912746380299,0.132268193643462,0.220204292944593,0.0486347737909719,0,0.0424347083611415,0.00615875355355928,0.0403134471418826,0,0.0772219765694101,0,0.0109712443755102,0,0.0316647234616772,0.117211087083565,0.0551073283059346,0,0.000154363427659689,0,0.132231974928955,0.00113185777364864,0
"GSM1621716",0,0.0279820215231083,0.440586942683436,0,0,0.0656818249763017,0,0.0315732538214566,0.000337072726785814,0.0265684677072519,0,0.0337323395574032,0,0.153784694686281,0.0741578604682442,0.084498772023053,0,0,0,0.0541366944732367,0.00591718835711409,0.00104286699632814
"GSM1621718",0,0.0029116048493707,0.343072961860825,0.0243757159583777,0,0.130748227617045,0,0.00390662284650209,0,0.00386962921252593,0,0.0464486384449116,0,0,0.00993095879535862,0.272589073534394,0.00119683804306678,0.00556357673658621,0.0917054553637014,0,0.0636806967373353,0
"GSM1621719",0,0.04188023208343,0.248729309826454,0,0,0.0900326418698069,0,0.0230974655868073,0,0.0101482611597728,0,0.016898004921481,0.00639384613765054,0.0763306099196218,0.0944733847311242,0.0229020533591336,0,0,0,0.242737362673746,0.063277059892361,0.0630997678386112
"GSM1621720",0.0299800260570505,0,0.634913109792564,0.00719788370119242,0,0.0648104492312622,0,0.0118896290329099,0,0,0,0.0320374488526076,0,0,0,0.114753233977642,0,0.0231883777006119,0,0.0692210781619128,0,0.0120087634922463
"GSM1621724",0.0998332209296837,0,0.0351915423111535,0.093016807944817,0,0.15553954666236,0,0.0681196379958305,0.0169578704892147,0.00201361864657056,0,0.096059646373072,0,0,0.0260637013540066,0.28299613712215,0,0.00564013841769941,0.102384818450523,0,0.0161833133029188,0
"GSM1621726",0.0099250003531659,0,0.398360514623038,0,0.0155310429991754,0,2.53540929466892e-06,0.0237294389081157,0,0.0284131652665316,0,0.0724527089240472,0,0,0,0.305794022358197,0,0.0103831737403769,0.118540683875003,0,0.0149008945761357,0.00196681896691958
"GSM1621729",0.00108728381061643,0,0.147350297447165,0,0,0.0150493081600434,0.0141474686991908,0.0135350191908811,0,0.0655869649129557,0,0.0237761580165001,0.0578018758845599,0,0.0582052626035805,0.0644301399132312,0.000662693002871671,0.0103453931385409,0,0.250631622853241,0,0.277390512366622
"GSM1621731",0.014244810340263,0.0360684032901992,0.27998715890257,0.0107804020358285,0,0.0486993618941994,0.108089468139091,0.00358698809471318,0,0.00847291165937878,0,0.0166718071439749,0.0122921188430384,0.0094769588918712,0.228919439348752,0.0247630132324605,0,0,0,0.127659029692969,0.00969707428794819,0.0605910542027432
"GSM1621733",0.0196618794342891,0.0345050987899648,0.229191120123448,0,0,0.0504636151350798,0.0729856318094363,0.0064624770506865,0,0.022605764793136,0,0.0108541451021897,0.0495071535029717,0,0.0965558173262348,0.0144420655104117,0,0.00886482323131914,0,0.251281516524568,0,0.132618891666264
"GSM1621734",0.0383469082381308,0.0246813391905334,0.206473732046505,0,0.0757865662251564,0.0101412748983511,0,0.0471181651156158,0.0150209096919178,0.0482527374002958,0,0.0627952694445048,0,0.0447882653272773,0.121957100226684,0.226122717032348,0,0,0.0329598051404073,0,0.0455552100222718,0
"GSM1621738",0.00564130069415297,0,0.507542578020012,0.0054200137247769,0,0.0847103066127902,0.00912841675504528,0.0133646997198211,0,0.0247302160818888,0,0.0374881356523255,0,0,0.0154652274171124,0.238209441522309,0,0,0,0.0273741255371745,0.030925538262592,0
"GSM1621739",0,0,0.378815977142332,0,0,0.0807041809076636,0,0.0151417123557273,0.00494338549809674,0.0251445385984216,0,0.0362501813043432,0,0.037279749843063,0.0407067674781279,0.110010404410488,0,0,0,0.210686773575738,0.0447956532754207,0.0155206756105783
"GSM1621742",0,0.0345980939163177,0.352830684450936,0,0,0.0309930749407364,0,0.0285904289621157,0,0.0786326221994696,0,0.00988046307407583,0,0,0.0189399349338098,0.0375061650962552,0,0.00391075560504857,0,0.218877617443651,0.0570454683654212,0.128194691012163
"GSM1621743",0,0.0198198490471254,0.327098498772675,0.037414219554799,0,0.147585073101504,0,0.0136596677308211,0,0.0136196658203595,0,0.0454237949380495,0.00882540637378993,0.0214468130268883,0.0673622435242579,0.156836633256811,0,0.00293981767472774,0,0.0992434161505784,0.0368934409436236,0.00183146008398973
"GSM1621747",0.0115052685122693,0.103785387960693,0.298649988969659,0,0,0.0599970912908058,0,0.0377352890315608,0,0.0691010532361097,0,0.0419151235934674,0,0.0397558533024618,0.105160240480379,0.116916501429383,0,0,0,0.106611677315184,0.00886652487802839,0
"GSM1621750",0.00105859424215436,0.0864281581430996,0.301591267478837,0.0270768005233915,0,0,0.0260495219007871,0.057640088153278,0,0.0696979228084452,0,0.00521094467563561,0,0.00388801548066655,0.103356748275688,0.0849644504817129,0,0,0,0.23042631468183,0,0.00261117315447435
"GSM1621753",0,0.00641198665804005,0.378962845003273,0.0255621128470822,0,0.190135472464174,0,0.00675746262280865,0,0,0,0.0421378610097579,0.00159340207600197,0,0.0177433770564588,0.234118139797776,0,0.00576401540534886,0.0335927032336629,0.0204977147718891,0.0367229070537266,0
"GSM1621758",0.0537890989750665,0.132024300663277,0.0487676715133219,0,0.00501561159051603,0.109488612129236,0,0.0537200046791807,0.021205598711653,0.125579360422502,0,0.116276435825508,0,0,0.0460452448399165,0.153051300464092,0,0.00750772707368875,0.127529033112041,0,0,0
"GSM1621759",0,0.0335866679866313,0.266524042449638,0.0859389331717329,0,0.0822909195873015,0,0.0448084374298323,0.0308436660245264,0.0182066841045624,0,0.0792266890561503,0,0,0.0262450459911209,0.241216891526335,0,0,0.0500080609007275,0,0.0411039617714419,0
"GSM1621761",0.031395612549537,0,0.1062457768809,0,0,0.183438591676775,0,0.0231843867386043,0.0171822441183751,0.115096945459236,0,0,0,0.00470774461189351,0.0839891354395201,0.267200072478562,0,0,0.120712286533626,0,0.0468472035129722,0
"GSM1621762",0.0175041098312757,0.0700211018113439,0.4482533692644,0.0100065875594785,0,0.0083553733435558,0,0.0289027814771302,0.00283594213735904,0.02976872420529,0,0.0309702380112384,0,0.134682583374552,0.0413636692488636,0.0661111692083155,0,0,0,0.0978301674764306,0.0133941830507665,0
"GSM1621765",0,0.0335543157736455,0.305590625396311,0.0146782627716304,0,0.132908330480128,0,0.00479132331246057,0,0,0,0.0240504929061328,0.00663774805279855,0.0674629663412988,0.11526932427807,0.0352969047286235,0,0,0,0.199113486252336,0.0280886255868884,0.0325575941196766
"GSM1621766",0.0256354166992483,0,0.335224186942322,0,0,0.206421027850841,0,0,0,0.0311416057812745,0,0.0367249942481116,0.0228548650334387,0,0.090678146138735,0.188407779165838,0.00723760492610409,0,0,0.0556743732140869,0,0
"GSM1621769",0,0.0423353808407494,0.246429160982422,0,0,0.0502837741968195,0.00327040533862613,0.057991432465057,0,0.035388543581502,0,0.0582590805997518,0,0.0970066722076978,0.0911188671504606,0.124079205797941,0,0,0,0.188705899932224,0,0.00513157690674964
"GSM1621770",0.139353416436596,0.0955532424214206,0.0669376005650142,0.00794530572977111,0,0.160342710370243,0,0.0437451869464732,0.00426713953920706,0.00943338744834426,0,0.0922897416978632,0,0,0.0845111071030682,0.222551789327379,0,0.00788632193394002,0,0.0343633921652358,0.030819658315444,0
"GSM1621773",0.0766974302178052,0,0.262673894271998,0.0215547864264234,0,0.12100191615,0,0.0296705293183141,0.0100544239550679,0,0,0.0840501366338502,0.00188537632983705,0,0.126795912096174,0.187006397167066,0.00703613931170814,0,0.0410187183302377,0,0.0305543397915184,0
